nivel,tasa_acept,contr_ventas
2,38.0,0.007437
1,29.91,0.00685
2,52.39,0.049515
1,38.46,0.070056
2,35.76,0.054016
3,36.36,0.014865
1,24.06,0.008807
2,41.24,0.042274
2,34.17,0.01644
3,39.15,0.043039
2,32.58,0.005676
2,18.0,0.005284
2,53.81,0.037381
1,36.15,0.031118
3,33.56,0.02836
3,34.2,0.037941
3,37.73,0.042443
1,50.77,0.006458
1,38.66,0.052647
1,41.86,0.903237
1,46.22,1.358081
2,46.25,0.038555
1,40.24,0.027791
2,43.51,0.013113
2,54.82,0.075714
1,35.68,0.048723
2,47.6,0.015461
3,46.91,0.005871
1,34.89,0.022115
3,24.96,0.034641
1,40.42,0.018984
2,45.11,0.033271
1,31.65,0.025638
1,46.71,0.051277
1,51.73,0.026421
1,42.17,0.026813
1,52.03,0.250316
1,55.77,0.02466
1,49.34,0.014678
2,28.37,0.022311
1,18.4,0.012526
3,37.56,0.01918
2,50.0,0.022115
2,51.24,0.020158
1,38.75,0.149675
1,32.14,0.022507
2,32.58,0.030727
1,37.55,0.237728
1,48.47,0.927301
2,48.55,0.028965
2,43.15,0.018397
1,27.21,0.02603
2,58.47,0.013504
3,41.85,0.062806
1,46.67,0.018984
1,34.45,0.008024
2,36.42,0.017027
2,31.35,0.01233
2,36.96,0.006654
2,35.11,0.009003
1,32.54,0.013113
1,42.38,0.012526
1,45.56,0.016048
1,27.85,0.004306
3,47.54,0.005676
1,33.96,0.007046
1,27.46,0.0137
2,37.79,0.043839
1,48.94,0.008807
2,35.23,0.02192
2,37.14,0.049907
1,36.24,0.032684
1,16.01,0.00548
2,21.32,0.007633
1,29.82,0.009981
2,44.21,0.00822
1,38.8,0.016244
2,37.55,0.020941
3,57.3,0.009981
2,26.15,0.009003
1,46.04,0.035219
1,34.04,0.009394
2,42.71,0.016636
1,34.2,0.012917
1,29.92,0.034837
1,42.62,0.096068
2,40.39,0.096655
2,53.72,0.012721
2,40.43,0.007437
1,37.89,0.107642
1,35.39,0.016831
2,38.49,0.018984
1,38.46,0.017614
2,,0.0
2,45.59,0.006067
2,50.77,0.006458
2,40.61,0.016048
1,32.93,0.010373
1,42.86,0.002349
2,45.07,0.006263
1,31.76,0.038155
2,41.24,0.023877
3,39.99,0.16454
2,45.28,0.104261
3,33.33,0.000587
1,42.32,0.033858
3,29.98,0.022115
3,28.03,0.009981
1,46.75,0.050494
1,36.5,0.027204
2,28.1,0.009786
2,41.38,0.088658
1,32.42,0.025443
1,45.05,0.008024
1,35.24,0.021724
3,49.71,0.016627
3,28.99,0.061258
2,41.25,0.012917
2,44.34,0.018397
2,25.0,0.003131
1,39.57,0.020745
1,43.58,0.045014
2,52.75,0.105471
2,44.16,0.030922
1,33.94,0.018788
2,35.43,0.017614
3,45.45,0.009786
2,38.08,0.01781
1,48.12,0.012526
1,30.49,0.027791
3,22.73,0.003914
3,30.72,0.045992
1,15.33,0.014874
1,35.43,0.008807
2,37.12,0.01918
2,31.35,0.015461
2,32.8,0.008024
2,34.06,0.01233
1,35.71,0.008807
1,33.58,0.008807
1,30.15,0.008024
2,40.83,0.039142
1,34.45,0.008024
2,49.91,0.047158
2,,0.0
2,45.83,0.535868
2,25.95,0.012134
2,52.95,0.385988
1,41.86,0.010568
1,25.77,0.018201
2,44.12,0.008807
2,43.91,0.044427
2,39.66,0.204848
2,40.59,0.27864
1,36.17,0.012526
2,35.84,0.02055
3,37.3,0.053999
1,30.06,0.010764
3,48.06,0.09178
3,43.91,0.265919
2,35.38,0.023681
2,31.11,0.00274
2,48.33,0.056756
3,39.4,0.04617
2,42.57,0.008416
2,,0.0
3,20.45,0.028965
1,39.29,0.008611
2,40.0,0.009003
1,37.81,0.090027
1,31.9,0.037381
1,39.05,0.093524
1,39.28,0.062014
1,30.77,0.001566
2,37.7,0.061062
2,40.62,0.025834
2,40.37,0.013113
1,42.91,0.109385
1,43.6,0.075918
2,47.22,0.016636
1,27.53,0.029357
2,47.5,0.047949
3,53.27,0.022302
2,55.6,0.802543
2,48.76,0.309954
1,,0.0
2,50.38,0.064371
2,51.18,0.017027
2,,0.0
2,48.17,0.040708
2,42.0,0.057931
1,30.0,0.009981
2,52.83,0.00548
1,32.94,0.0274
1,43.52,0.009198
3,38.4,0.018788
3,26.98,0.006654
1,42.06,0.017614
1,43.54,0.10137
3,29.84,0.014483
2,43.1,0.029357
2,56.72,0.029748
2,52.14,0.026225
2,30.26,0.00959
1,42.86,0.017027
1,46.88,0.008807
2,51.64,0.021528
3,28.53,0.01781
2,42.48,0.012721
2,52.58,0.070456
1,53.98,0.077297
3,65.35,0.026208
3,28.45,0.006458
3,42.37,0.016244
3,32.66,0.015853
3,33.93,0.011156
1,38.28,0.00959
2,39.41,0.020745
2,53.08,0.0867
2,50.84,0.024464
3,40.44,0.025247
3,71.43,0.003914
2,42.06,0.020745
2,43.04,0.077893
3,48.72,0.074166
3,38.46,0.031314
2,45.48,0.026617
2,54.27,0.034837
1,44.26,0.13344
1,46.26,0.223636
2,49.3,0.102713
1,45.0,0.008807
2,45.97,0.057735
2,57.35,0.058909
1,40.9,0.025051
1,38.74,0.008416
1,46.53,0.009198
3,36.84,0.01781
1,40.86,0.007437
3,51.32,0.089245
1,43.28,0.005676
2,30.37,0.008024
2,32.35,0.025443
1,55.77,0.005676
2,49.41,0.02466
1,31.87,0.009981
2,43.86,0.029357
1,23.72,0.007241
2,48.1,0.007437
3,35.3,0.03973
2,60.66,0.007241
2,62.7,0.185855
2,56.04,0.181558
2,42.27,0.019767
2,55.47,0.078676
2,49.43,0.025638
2,58.49,0.018201
2,44.04,0.009394
3,46.94,0.043448
2,60.34,0.027987
1,47.11,0.011156
2,42.82,0.117792
3,42.95,0.029161
1,46.81,0.018593
3,55.81,0.014091
1,52.71,0.049711
1,56.73,0.022311
1,30.06,0.010764
1,34.85,0.010568
2,45.03,0.031892
3,31.66,0.029553
2,45.09,0.031314
3,36.09,0.044427
1,26.88,0.016831
2,51.1,0.036207
3,34.85,0.004501
3,30.59,0.018788
3,33.53,0.01096
2,54.79,0.085322
1,28.57,0.005871
2,44.32,0.047949
2,31.12,0.03288
2,46.63,0.016244
2,35.02,0.039534
2,39.72,0.01096
2,45.24,0.003719
2,40.16,0.00959
1,22.05,0.008416
3,21.23,0.010177
2,36.72,0.009198
2,34.0,0.006654
1,26.15,0.006654
1,34.72,0.009786
2,31.77,0.018397
2,,0.0
1,24.57,0.011156
1,22.06,0.005871
3,46.53,0.052424
1,25.2,0.006263
2,46.32,0.02466
2,49.04,0.099004
1,,0.0
2,30.36,0.003327
2,32.14,0.005284
1,46.0,0.004501
1,24.39,0.005871
1,44.34,0.026813
2,29.03,0.001761
3,46.85,0.017418
3,50.02,0.009198
1,50.0,0.011547
3,25.12,0.049693
3,28.44,0.005676
1,26.03,0.009981
2,39.93,0.020941
2,40.44,0.014483
2,40.02,0.045014
2,26.88,0.004893
1,33.43,0.02603
3,39.93,0.188791
1,49.37,0.023085
1,27.13,0.012526
1,36.59,0.012526
1,35.84,0.012134
2,42.04,0.025825
1,36.3,0.034232
2,36.73,0.007046
2,48.03,0.016636
3,48.4,0.053598
3,45.63,0.045975
3,49.36,0.022694
1,44.51,0.014287
1,49.33,0.014483
1,48.31,0.073347
1,46.98,0.021333
1,25.2,0.006067
2,38.96,0.020354
2,30.0,0.001761
2,39.56,0.024073
2,44.2,0.052059
1,25.0,0.000587
2,45.3,0.010373
2,40.24,0.019375
2,44.04,0.009394
2,56.5,0.040904
1,21.77,0.005284
1,41.11,0.007241
2,41.11,0.020354
1,34.99,0.029357
3,23.63,0.009198
2,52.59,0.013896
1,42.73,0.015461
3,44.63,0.010568
1,35.77,0.044231
2,37.1,0.008416
2,33.06,0.007828
2,33.9,0.007828
2,53.77,0.011156
